total_population,california_county,approximate_location,ces_4_0_score,ces_4_0_percentile_range,ozone,pm2_5,diesel_pm,drinking_water,lead,pesticides,tox_release,traffic,cleanup_sites,groundwater_threats,haz_waste,imp_water_bodies,solid_waste,pollution_burden,pollution_burden_score,asthma,cardiovascular_disease,education,linguistic_isolation,poverty,unemployment,housing_burden,pop_char,pop_char_score,twocounty
3110,Los Angeles,Baldwin Park,68.41,95-100% (highest scores),0.057,12.02600668,0.622,823.7,78.21,1.45,2037.961304,4410.033774,17.35,62,0.605,3,1.75,76.19,9.3,64.73,14.4,38.9,20.4,51.8,6.8,32,70.89,7.35,Los Angeles
5159,Los Angeles,Los Angeles,68.33,95-100% (highest scores),0.044,12.116733,0.436,787.94,80.05,0,5622.976807,3525.282743,4.5,5.5,0.15,0,4.5,59.87,7.31,113.88,27.88,44.7,13.7,64.1,9.1,34.3,90.11,9.35,Los Angeles
5146,Los Angeles,Los Angeles,68.26,95-100% (highest scores),0.043,12.0881206,0.51,787.94,86.41,0,7514.196533,2775.215502,0,5.5,0,7,2.2,58.86,7.19,125.21,21.82,47.8,14.3,61.9,7.3,49.4,91.56,9.5,Los Angeles
2852,Los Angeles,Los Angeles,68.24,95-100% (highest scores),0.044,12.06544894,0.284,787.94,75.99,0,6522.666707,956.109058,76.6,17.5,1.135,0,0.5,61.7,7.53,103.63,25.73,44.9,12.3,91.2,18.4,32.4,87.31,9.06,Los Angeles
6124,Los Angeles,Long Beach,68.2,95-100% (highest scores),0.043,12.19282827,0.577,339.04,82.51,19.66,8473.469807,2371.319143,11.4,26.3,4.065,7,2.25,73.36,8.96,63.41,14.42,29,8.1,40.2,9.7,21.2,73.39,7.61,Los Angeles
3761,Los Angeles,Los Angeles,68.18,95-100% (highest scores),0.064,11.43961966,0.164,726.64,72.72,0,859.338989,1676.067303,41.65,20.8,1.2,0,16.55,66.01,8.06,69.64,18.32,41.8,19.4,40.1,6.8,36,81.54,8.46,Los Angeles
4144,Los Angeles,Los Angeles,68.15,95-100% (highest scores),0.043,12.0964657,0.582,803.56,85.62,0,10566.41976,3247.400721,5.4,3.75,0.43,7,0.5,64.01,7.82,97.62,18.87,33.3,12.8,45.3,7.2,28.2,84.06,8.72,Los Angeles
4080,Los Angeles,Los Angeles,68.07,95-100% (highest scores),0.048,12.47302993,0.989,787.94,93.05,0,2338.079997,3291.982798,8.5,6.3,0.755,7,8.1,72.65,8.87,51.48,13.23,51.1,17.1,64.2,9.4,35.5,73.98,7.67,Los Angeles
2241,Los Angeles,Los Angeles,68.04,95-100% (highest scores),0.048,12.24094412,0.579,787.94,81.05,0,3039.246664,3550.700079,24.15,7.8,8.005,7,1,71.86,8.77,76.1,20.87,44.9,23,59.4,2.5,29.9,74.76,7.75,Los Angeles
4059,Los Angeles,Lennox,67.99,95-100% (highest scores),0.043,12.04273571,0.468,373.79,91.16,8.29,5207.986653,2588.432656,18,38,0.475,0,1.45,66.59,8.13,60.33,16.48,49.7,23.6,64.5,4.2,29.5,80.6,8.36,Los Angeles
4824,Los Angeles,East Los Angeles,67.89,95-100% (highest scores),0.049,12.18460314,0.699,676.78,87.49,0,2975.109944,3107.507264,16.8,3,1.4,7,0.5,67.81,8.28,60.62,16.34,53.5,25.2,60.1,8.8,29.5,79.05,8.2,Los Angeles
4503,Los Angeles,Los Angeles,67.86,95-100% (highest scores),0.062,11.51838156,0.242,726.64,68.44,0,959.8056439,792.5627615,36.9,36.5,2.935,0,3,62.84,7.67,79.39,21.48,37.1,24.3,44.8,6,32,85.25,8.84,Los Angeles
6402,Los Angeles,Los Angeles,67.75,95-100% (highest scores),0.044,12.06896138,0.097,787.94,80.18,0,6110.110026,559.8170989,49,32.8,0.37,0,2,57.41,7.01,103.63,25.73,53.9,22.3,75.2,10.8,36.2,93.17,9.67,Los Angeles
3729,Los Angeles,Los Angeles,67.63,95-100% (highest scores),0.045,12.14625901,0.18,787.94,96.8,0,4610.929932,1152.544557,23.5,17,0.23,0,1.5,60.02,7.33,76.06,22.09,48.4,19.8,62.1,7.7,31.5,88.97,9.23,Los Angeles
4709,Los Angeles,Florence-Graham,67.56,95-100% (highest scores),0.045,12.15052197,0.198,540.06,90.43,0,4111.069987,813.5117297,42.25,6.75,3.02,0,2.35,59.47,7.26,80.16,24.73,54.4,18.5,62.9,8.7,38.8,89.7,9.31,Los Angeles
6567,Los Angeles,Unincorporated Los Angeles County area,67.09,95-100% (highest scores),0.041,12.06089249,0.282,622.3,73.31,0.06,13141.17318,2548.275568,88.05,49.6,6.58,14,2.8,75.07,9.17,57.93,12.16,27.8,16.1,50.5,4.7,40.8,70.56,7.32,Los Angeles
2254,Los Angeles,Long Beach,67.06,95-100% (highest scores),0.04,11.70661336,1.254,339.04,92.09,0,13584.90007,696.6015045,0,70.3,0.93,20,2,59.8,7.3,104.11,22.57,41.8,11.1,62.6,6.9,44.7,88.54,9.18,Los Angeles
5944,Los Angeles,South El Monte,67.02,95-100% (highest scores),0.055,12.03999382,0.254,821.08,90.52,0,2728.063314,588.4735897,33.5,114.5,1.31,5,7.5,71.41,8.72,65.92,16.69,43.7,22.9,52.1,4.1,16.1,74.1,7.69,Los Angeles
5391,Los Angeles,Los Angeles,66.95,95-100% (highest scores),0.05,12.97004897,0.676,817.19,63.54,0,1700.55599,2459.873712,63.6,32.6,0.725,8,12.5,76.92,9.39,60.2,9.9,36.5,25.1,49.1,5.8,22.8,68.72,7.13,Los Angeles
7058,Los Angeles,Florence-Graham,66.87,95-100% (highest scores),0.045,12.15052197,0.198,540.06,96.01,0,4199.929891,1010.702094,61.5,8.8,0.775,0,0.5,57.95,7.08,80.16,24.73,58,33,70.6,8.4,32.1,91.1,9.45,Los Angeles
3206,Los Angeles,Bell Gardens,66.73,95-100% (highest scores),0.046,12.0818703,0.142,514.47,76.76,2.25,5173.513306,925.9154496,15.15,13,3.275,10,4.4,68.88,8.41,54.25,23.93,52.8,33,62.6,6.4,25.3,76.49,7.93,Los Angeles
5337,Los Angeles,Glendale,66.71,95-100% (highest scores),0.053,11.87080549,0.254,685.63,65.35,0,5560.003967,987.5232579,43.85,15.1,2.68,6,7.3,68.8,8.4,67.87,20.38,21.6,33.2,41.3,6.8,27.5,76.55,7.94,Los Angeles
5779,Los Angeles,El Monte,66.56,95-100% (highest scores),0.058,11.93241395,0.295,819.8,86.58,0.03,2053.384338,1531.863351,33,105.8,0.46,3,7,74.1,9.05,51.4,11.52,41.5,21.4,51,10.6,31.7,70.92,7.36,Los Angeles
4391,Los Angeles,Los Angeles,66.54,95-100% (highest scores),0.043,12.13197187,0.888,805.75,73.31,0,9899.106607,2374.418694,4.95,20.05,0.315,0,6.65,64.5,7.88,81.43,14.75,27.9,13.3,50.1,10.9,28.6,81.45,8.45,Los Angeles
5134,Los Angeles,Los Angeles,66.53,95-100% (highest scores),0.044,12.11496733,0.51,787.94,87.71,0,4866.87321,3238.402884,5.2,1.5,0.05,0,1.5,55.88,6.82,113.88,27.88,47.6,20.4,63.6,8.6,33.7,94.01,9.75,Los Angeles
5353,Los Angeles,South Gate,66.43,95-100% (highest scores),0.045,12.03418998,0.17,669.13,78.09,0,6252.600057,982.9633037,91.25,27.25,2.515,10,9.8,70.53,8.61,52.53,18.39,42.5,23.8,32,11.8,18.5,74.37,7.71,Los Angeles
3737,Los Angeles,Los Angeles,66.43,95-100% (highest scores),0.044,12.10418364,0.166,831.38,87.08,0,5502.180013,1126.061122,14.5,2,0.535,0,2,58.1,7.09,78.89,19.66,56.4,18.3,65.8,12.2,29.4,90.27,9.36,Los Angeles
6635,Los Angeles,Pomona,66.4,95-100% (highest scores),0.056,12.44092467,0.52,754.44,70.91,23.01,1182.213664,1466.886544,30.05,10.6,2.75,5,0,71.79,8.77,66.68,15.23,25.1,11.8,42.8,11.1,24.7,73.02,7.57,Los Angeles
3701,Los Angeles,South Gate,66.38,95-100% (highest scores),0.045,12.062437,0.311,671.72,91.83,0,5794.34668,835.6237977,77.15,40.25,1.4,7,10.9,71.78,8.76,44.43,15.79,44.9,25.6,44.1,10.3,17.1,73.01,7.57,Los Angeles
4001,Los Angeles,Los Angeles,66.35,95-100% (highest scores),0.048,12.70828375,0.772,787.94,26.04,0.05,2161.44631,683.6233014,24.35,31.85,1.855,7,12.85,68.94,8.42,77.42,10.61,16.4,35.9,63,8.8,20.7,75.99,7.88,Los Angeles
4195,Los Angeles,Huntington Park,66.29,95-100% (highest scores),0.046,12.10088367,0.494,604.63,77.62,0,3648.173299,801.6312981,36.55,40.25,9.995,7,5.1,70.42,8.6,54,19.34,46.8,27.8,48.3,8.9,27.4,74.32,7.71,Los Angeles
5006,Los Angeles,Compton,66.21,95-100% (highest scores),0.043,12.12536191,0.161,459.74,79.14,0,17624.42977,639.0117221,11.75,18.5,1.03,7,2.75,59.96,7.32,110.96,17.77,45.2,7.4,61.4,9.5,41.6,87.18,9.04,Los Angeles
6112,Los Angeles,Glendale,66.08,95-100% (highest scores),0.057,11.787489,0.629,685.63,55.16,0,1260.596639,2364.847876,59.25,85.45,2.16,9,19,75.3,9.19,34.9,13.75,27.3,42.2,44.4,7.7,35.3,69.29,7.19,Los Angeles
3059,Los Angeles,Compton,65.99,95-100% (highest scores),0.043,12.08913112,0.341,459.74,95.15,0,13868.45976,810.6770411,61.5,37.55,19.69,0,3.5,64.48,7.87,82.3,18.64,42.6,9.5,63.2,11.4,30.1,80.8,8.38,Los Angeles
4498,Los Angeles,Los Angeles,65.99,95-100% (highest scores),0.049,12.41775036,0.942,488.79,82.36,0,1883.244405,1663.608361,5.5,44.3,0.515,6,5.5,69.1,8.44,60.33,13.14,52.9,25.3,62.8,8.5,32.3,75.39,7.82,Los Angeles
3718,Los Angeles,West Athens,65.91,95-100% (highest scores),0.043,12.10553008,0.602,373.79,74.82,0,7747.353597,2797.270786,27,3.5,0.03,0,8.1,56.99,6.96,124.26,23.64,33.8,16.6,58.4,8,36.8,91.31,9.47,Los Angeles
5277,Los Angeles,Los Angeles,65.82,95-100% (highest scores),0.048,12.30827709,0.795,770.36,84.16,0,2655.466675,4050.333875,9,1.8,2.66,7,0,65.6,8.01,55.5,15.35,49.8,20.2,53.8,6.7,33.9,79.22,8.22,Los Angeles
5917,Los Angeles,Compton,65.81,95-100% (highest scores),0.043,12.08865447,0.204,521.51,92.21,0,13894.81641,850.0133692,4.4,40.55,6.715,7,1.45,62.54,7.64,81.13,21.02,48.3,13.8,64.1,6.4,31.9,83.08,8.62,Los Angeles
4531,Los Angeles,Compton,65.75,95-100% (highest scores),0.043,12.11120264,0.313,527.66,87.61,0.17,41789.12923,792.6218994,17.1,36.3,2.97,0,7.75,66.59,8.13,118.7,18.6,35.9,7.4,33.2,10.2,20.7,77.96,8.09,Los Angeles
5353,Los Angeles,Los Angeles,65.69,95-100% (highest scores),0.046,12.21219619,0.177,787.94,91.1,0,3318.633219,487.4645779,17.65,3.1,5.5,7,3.55,62.78,7.67,67,18.06,54.9,14.4,62.8,7.3,35.3,82.61,8.57,Los Angeles
3523,Los Angeles,East Rancho Dominguez,65.67,95-100% (highest scores),0.043,12.12382492,0.354,535.15,84.68,0,10471.85348,2336.401295,1.75,21,0.1,7,2,60.64,7.4,95.62,24.67,54.1,20.2,54.9,8,25.9,85.51,8.87,Los Angeles
5776,Los Angeles,Los Angeles,65.66,95-100% (highest scores),0.043,12.09974001,0.649,787.94,90.42,0,7505.680176,3162.308044,0,3,0,7,2.65,59.1,7.22,105.63,18.97,36.6,10.5,54,10.2,30.5,87.71,9.1,Los Angeles
5664,Los Angeles,Long Beach,65.57,95-100% (highest scores),0.04,11.70661336,1.186,339.04,90.81,0,12769.58984,525.5394672,0,51.8,0.535,19,0.3,54.87,6.7,119.54,25.97,47.5,15.4,65.6,12.2,34.2,94.35,9.79,Los Angeles
4590,Los Angeles,Florence-Graham,65.54,95-100% (highest scores),0.045,12.15277014,0.401,540.06,95.4,0,3831.67334,1019.759087,118.4,8.1,1.485,0,1.1,61.62,7.52,73.85,22.83,59.6,26.4,60.7,4.8,26.8,83.97,8.71,Los Angeles
5838,Los Angeles,Los Angeles,65.37,95-100% (highest scores),0.064,11.99025794,0.344,726.64,61.35,0,724.6173401,1223.664584,41.35,1,2.705,0,3,61.36,7.49,109.5,20.82,22.4,27.8,44.3,12,19.5,84.11,8.73,Los Angeles
4805,Los Angeles,Compton,65.31,95-100% (highest scores),0.043,12.10598268,0.214,459.74,87.54,0,13953.22319,788.2341464,0,33.15,2.775,7,3.5,60.25,7.36,95.67,24.68,48.2,13.8,55.9,10.3,24.8,85.59,8.88,Los Angeles
3087,Los Angeles,Los Angeles,65.23,95-100% (highest scores),0.062,11.56904887,0.224,726.64,69.88,0,1019.091014,1078.155377,36,20,0.555,4,1,62.97,7.69,67.5,18.57,27.4,24.1,44.7,10.1,36.9,81.78,8.48,Los Angeles
5146,Los Angeles,Los Angeles,65.14,95-100% (highest scores),0.045,12.15277014,0.245,787.94,93.57,0,3605.526611,626.5593905,91.7,7.55,1.265,0,1,59.86,7.31,69.72,22.77,57.9,22,61,5.8,31.4,85.91,8.91,Los Angeles
5807,Los Angeles,Lynwood,65.11,95-100% (highest scores),0.044,12.03711727,0.374,500.35,92.19,0,8509.839802,2041.041484,9.75,5.5,0.375,7,0,59.87,7.31,67.87,18.84,42.6,17.5,59.2,8.3,34.8,85.86,8.91,Los Angeles
5949,Los Angeles,Inglewood,64.97,95-100% (highest scores),0.043,11.92992332,0.568,443.83,68.98,0,3382.386719,1938.556275,25.4,80.3,14.625,0,2.75,64.66,7.89,92.39,18.57,21.8,5.2,50.6,7.3,26.7,79.34,8.23,Los Angeles
5045,Los Angeles,Los Angeles,64.96,95-100% (highest scores),0.062,11.80687777,0.696,726.64,57.32,0,773.137329,1063.396908,36.25,0,0.785,0,1.5,57.71,7.05,109.67,20.85,25.5,26.2,55.1,11.5,35.2,88.87,9.22,Los Angeles
3341,Los Angeles,Los Angeles,64.92,95-100% (highest scores),0.048,12.25496306,0.78,813.46,83.14,0,3051.320068,3824.66063,6.5,4.5,2.36,7,0.5,68.15,8.32,76.1,20.87,54.9,25.8,55.2,6.5,24.7,75.21,7.8,Los Angeles
3719,Los Angeles,East Los Angeles,64.9,95-100% (highest scores),0.05,12.15638623,1.372,678.37,78.54,0,2293.813273,2559.699566,8.7,1.5,0.525,0,9.5,63.95,7.81,66.37,15.57,39.8,30.1,47.9,9.2,24.6,80.12,8.31,Los Angeles
4759,Los Angeles,Los Angeles,64.86,95-100% (highest scores),0.045,12.10765122,0.226,787.94,91.66,0,3584.096639,717.16755680000006,99.65,16.75,0.345,0,2.7,60.93,7.44,66.83,21.79,52.9,16.1,62.7,5.1,39.4,84.06,8.72,Los Angeles
4197,Los Angeles,Los Angeles,64.86,95-100% (highest scores),0.043,12.10169951,0.262,805.08,84.89,0,9347.340007,4387.044921,0,3,0.05,7,2.75,58.14,7.1,119.22,20.85,36.8,12.8,65.2,6.4,30.9,88.08,9.14,Los Angeles
4976,Los Angeles,Pomona,64.82,95-100% (highest scores),0.058,12.75120791,0.416,838.55,88.51,0,798.0096537,550.9859077,50.5,2.25,1.11,1,9.5,64.35,7.86,67.92,15.89,55,30.4,54.4,3.7,41.4,79.53,8.25,Los Angeles
4134,Los Angeles,Los Angeles,64.76,95-100% (highest scores),0.038,11.77535951,1.949,391.08,81.19,0,8956.069985,211.6913887,44.5,20.6,0.98,8,2.75,60.37,7.37,76.33,21.61,49.4,21.4,58.9,5.3,32.1,84.7,8.79,Los Angeles
4129,Los Angeles,Long Beach,64.73,95-100% (highest scores),0.04,11.70376562,0.337,339.04,76.19,0,13194.64356,980.0530426,7,17.8,0.36,10,0,53.94,6.59,128.01,27.87,52.9,25.4,64.5,9.1,29.2,94.75,9.83,Los Angeles
5269,Los Angeles,Los Angeles,64.72,95-100% (highest scores),0.048,12.33647073,0.594,787.94,81.29,0,1880.376933,1241.496196,18.6,14,0.38,7,7,70.34,8.59,45.67,10.62,43.4,27.5,64.5,8.2,24.4,72.65,7.54,Los Angeles
3295,Los Angeles,Compton,64.69,95-100% (highest scores),0.043,12.09830951,0.15,459.29,87.77,0,18478.41016,879.757827,10,19,5.655,7,1,60.88,7.43,131.07,22.67,42.2,18.2,63.4,6.8,26.3,83.89,8.7,Los Angeles
6881,Los Angeles,Paramount,64.69,95-100% (highest scores),0.043,12.14364358,0.332,280.67,63.15,7.61,9078.060057,1258.047934,15.75,23.3,5.585,7,4.75,68.53,8.37,52.77,14.89,30.4,8.8,58,9.9,32,74.52,7.73,Los Angeles
3623,Los Angeles,Los Angeles,64.65,95-100% (highest scores),0.046,12.09940492,0.327,787.94,90.67,0,2800.173381,694.4065848,35.75,0.3,1.17,0,0.7,56.97,6.96,69.72,22.77,62.9,26.4,63.6,9.2,30.3,89.6,9.29,Los Angeles
6246,Los Angeles,El Monte,64.58,95-100% (highest scores),0.056,11.99426857,0.338,827.85,85.75,0.03,2204.986938,2091.666854,29.7,79.75,0.52,3,2.5,73.84,9.02,48.95,11.33,47.9,22.4,51.4,8.5,27,69.05,7.16,Los Angeles
4556,Los Angeles,Los Angeles,64.5,95-100% (highest scores),0.044,11.96234496,0.128,787.94,89.89,0,3479.483317,946.2317225,6,6,0.695,0,15.2,57.64,7.04,141.59,19.91,34.7,12.1,52.3,7.9,38.3,88.34,9.16,Los Angeles
4176,Los Angeles,Los Angeles,64.47,95-100% (highest scores),0.061,11.84362669,0.137,726.64,63.58,0,963.7623394,1256.310174,18.5,7.8,0.57,0,2.25,57.57,7.03,74.24,19.06,47.7,31.8,65,9.3,45.1,88.42,9.17,Los Angeles
4439,Los Angeles,Lennox,64.43,95-100% (highest scores),0.043,12.01108536,0.702,373.79,92.58,7.15,5728.269938,1977.605847,8.25,56,0.52,0,4.5,67.55,8.25,59.03,16.1,48.3,27.2,47.2,5.1,26.6,75.31,7.81,Los Angeles
5259,Los Angeles,Maywood,64.41,95-100% (highest scores),0.047,12.07819852,0.813,501.4,90.89,0,3939.663412,3856.826903,17.45,42,0.395,7,0,67.5,8.24,51.32,19.05,51.2,24.8,42.8,12.3,25.9,75.34,7.82,Los Angeles
2157,Los Angeles,East Los Angeles,64.38,95-100% (highest scores),0.05,12.20229619,0.584,795.82,89.01,0,2336.286662,1529.021674,25.5,51,2.81,0,10,73.62,8.99,56.55,16.08,45,16.5,33.1,7.5,15.2,69.04,7.16,Los Angeles
5077,Los Angeles,El Monte,64.31,95-100% (highest scores),0.057,11.89284869,0.636,678.33,69.82,0.3,2023.525269,2292.788282,21.9,112.65,0.745,3,0.2,70.24,8.58,45.36,10.54,44.5,34.6,61.4,14.6,33.6,72.29,7.5,Los Angeles
5000,Los Angeles,Los Angeles,64.22,95-100% (highest scores),0.061,11.85390933,0.111,726.64,60.76,0,929.3180034,1247.91131,9.35,9,1.21,11,4.5,63.33,7.73,75.59,19.38,40.1,18.8,55.7,3.6,35.3,80.06,8.31,Los Angeles
6167,Los Angeles,Los Angeles,64.15,95-100% (highest scores),0.044,12.0941273,0.089,787.94,87.09,0,6458.116537,676.0721954,0.95,10,0.125,7,7,54.48,6.65,91.05,22.32,49.6,16.2,61.7,15.7,39.6,92.98,9.64,Los Angeles
3489,Los Angeles,Los Angeles,64.05,95-100% (highest scores),0.052,11.98082094,0.449,488.79,73.94,0,1514.276672,2264.840515,36.9,63.8,1.18,6,2,70.39,8.59,65.4,11.07,35.9,27.5,56.1,5.8,27.7,71.84,7.45,Los Angeles
3588,Los Angeles,Los Angeles,64.04,95-100% (highest scores),0.061,12.08262759,0.373,726.64,76.22,0,845.6133321,3893.945275,0.5,4.5,1.275,11,3.5,66.82,8.16,57.11,14.41,24.6,17.2,46.5,10.1,21.1,75.67,7.85,Los Angeles
7949,Los Angeles,Florence-Graham,63.95,95-100% (highest scores),0.045,12.09489677,0.154,540.06,94.19,0,4903.836711,788.5604294,10.45,37.3,2.37,0,0.5,57.11,6.97,75.3,23.01,54.5,14.8,57.4,10.1,35.3,88.4,9.17,Los Angeles
3417,Los Angeles,Florence-Graham,63.92,95-100% (highest scores),0.045,12.136112,0.372,540.06,94.82,0,3795.439982,807.6940767,88.75,8,9.99,0,10.2,64.4,7.86,72.22,22.06,54.3,23.2,68.9,11.1,34.8,78.37,8.13,Los Angeles
3684,Los Angeles,South El Monte,63.87,95-100% (highest scores),0.055,12.00257511,0.3,818.62,80.18,0,2547.04598,2406.642418,53.5,341.85,2.27,10,7.25,79.24,9.67,65.92,16.69,44.4,18.7,46.4,5,16.9,63.65,6.6,Los Angeles
6829,Los Angeles,Los Angeles,63.83,95-100% (highest scores),0.044,12.07407493,0.412,733.43,82.04,0,7529.753337,468.3874688,48.35,8.5,1.41,0,0.5,57.64,7.04,90.26,20.9,48.1,12.3,61.1,13.7,30.9,87.42,9.07,Los Angeles
4351,Los Angeles,Cudahy,63.83,95-100% (highest scores),0.046,12.03133345,0.106,663.66,79.18,0,4845.190063,1158.132247,16.35,8.5,0.82,7,2.5,62.32,7.61,54.25,23.93,44,21.3,67.7,6.8,32.2,80.87,8.39,Los Angeles
3063,Los Angeles,Los Angeles,63.82,95-100% (highest scores),0.049,13.26241232,0.64,787.94,74.79,0,1841.317281,2494.648197,45.95,36.3,6.795,8,1.2,75.45,9.21,56.77,9.35,35,23.3,53.2,3.7,30.7,66.78,6.93,Los Angeles
5567,Los Angeles,Los Angeles,63.75,95-100% (highest scores),0.045,11.99843255,0.616,787.94,91.68,0,3136.206706,3043.231559,5.4,1.5,0.18,0,0.8,56,6.84,100.68,20.14,45.2,26.8,68,9.4,31.5,89.88,9.32,Los Angeles
3155,Los Angeles,South Gate,63.73,95-100% (highest scores),0.045,12.03321154,0.62,712.21,68.27,0,6664.29655,3311.619175,62.25,83,5.285,10,17.25,78.37,9.57,40.75,14.54,23.1,15.6,28.5,5.8,18.1,64.21,6.66,Los Angeles
8042,Los Angeles,Long Beach,63.67,95-100% (highest scores),0.043,12.25666707,0.232,339.04,88.55,3.29,8025.20646,743.463199,9,28.75,1.185,7,0.5,62.9,7.68,94.42,20.48,25.9,6.6,50.5,16.2,16.9,79.92,8.29,Los Angeles
6524,Los Angeles,Florence-Graham,63.66,95-100% (highest scores),0.045,12.07274542,0.222,540.06,89.71,0,4985.023316,854.0064334,59.85,64.5,1.3,0,2,62.96,7.69,72.41,20.81,59.2,19,52.6,4.9,39.3,79.83,8.28,Los Angeles
6163,Los Angeles,Lynwood,63.66,95-100% (highest scores),0.044,12.08913112,0.324,502.11,88.07,0,12429.09652,988.1238488,20.8,22.55,8.165,0,2,62.87,7.68,63.03,17.35,48.4,15.2,66.5,7,30.8,79.95,8.29,Los Angeles
4121,Los Angeles,Los Angeles,63.58,95-100% (highest scores),0.049,13.32985065,0.553,787.94,64.98,0,1841.683939,1563.55891,70.35,33.85,5.38,8,3.75,75.03,9.16,30.75,10.73,49.4,21.1,58.4,7.6,18.7,66.91,6.94,Los Angeles
3626,Los Angeles,Los Angeles,63.5,95-100% (highest scores),0.043,12.11872262,0.463,807.83,81.45,0,18714.71647,2667.957948,4,53.55,1.5,0,14.8,69.48,8.48,75.78,14.63,31.6,7,27.6,5.5,27.9,72.16,7.48,Los Angeles
2692,Los Angeles,Los Angeles,63.38,95-100% (highest scores),0.049,12.7350876,0.518,840.04,87.53,0,1861.887675,2434.411276,11,31.3,2.705,14,0,72.53,8.86,52.95,8.87,49.5,27.1,51.9,11.5,27.5,69,7.16,Los Angeles
6638,Los Angeles,Lynwood,63.34,95-100% (highest scores),0.044,12.06300382,0.449,500.22,96.69,0,10333.35665,2827.882907,9.5,27,0.305,7,0.2,64.01,7.82,65.97,18.28,41.6,11.5,46.9,12.3,25,78.12,8.1,Los Angeles
2358,Los Angeles,Bell Gardens,63.32,95-100% (highest scores),0.047,12.02588499,0.894,514.16,90.86,25.17,4409.633464,3653.600878,20.35,15,1.11,7,0.2,73.96,9.03,52.71,23.15,46,11.7,56.1,9.3,22,67.59,7.01,Los Angeles
3270,Los Angeles,Los Angeles,63.26,95-100% (highest scores),0.067,11.28546472,0.367,726.64,96.24,0,706.0473124,2260.072102,54.75,38.25,0.65,0,0.2,65.28,7.97,81.71,13.36,44.8,24.2,43.9,5.9,29.4,76.51,7.94,Los Angeles
4952,Los Angeles,Los Angeles,63.19,95-100% (highest scores),0.044,12.06896138,0.105,822.87,78.23,0,6134.87321,549.1181686,6.75,32.5,0.11,7,0.4,53.73,6.56,103.63,25.73,54.4,20.4,67.5,12.5,35.8,92.84,9.63,Los Angeles
4832,Los Angeles,Los Angeles,63.15,95-100% (highest scores),0.067,11.23023082,0.363,672.2,83.05,0,689.3776652,2115.630838,27.45,20.5,0.965,0,1.7,64.72,7.9,66.35,10.62,46.1,23.6,66.1,6.9,40.4,77.05,7.99,Los Angeles
3821,Los Angeles,Los Angeles,63.14,95-100% (highest scores),0.064,11.68435272,0.301,726.64,61.63,0,840.4380088,1190.090765,41,7.5,0.28,4,0,57.77,7.05,109.67,20.85,22.5,20,63.1,10.8,33.3,86.3,8.95,Los Angeles
4489,Los Angeles,Los Angeles,63.14,95-100% (highest scores),0.045,11.99449266,0.769,787.94,92.47,0,3495.51001,3324.181219,16.5,16.8,0.25,0,1.25,63.9,7.8,50.48,12,48.2,24.5,63.8,8.1,38.1,78.01,8.09,Los Angeles
4717,Los Angeles,El Monte,63.13,95-100% (highest scores),0.056,12.11875988,0.346,774.6,79.97,10.66,2447.977316,336.2833308,17.45,4.75,0.345,5,1.25,64.32,7.85,61.82,13.44,45.1,14.7,56.1,9.1,34.8,77.48,8.04,Los Angeles
4512,Los Angeles,Florence-Graham,63.05,95-100% (highest scores),0.045,12.12263212,0.132,540.06,94.59,0,4572.889974,831.9389468,16.15,15,1.155,0,0.7,56.01,6.84,80.16,24.73,54,19.7,64.4,8.5,26.7,88.87,9.22,Los Angeles
5360,Los Angeles,Long Beach,62.97,95-100% (highest scores),0.04,11.67703568,1.007,339.04,89.58,0,20606.33398,2340.123353,0.7,9.5,10.555,10,9.2,63.93,7.81,74.82,19.6,42.5,25,57.2,9.3,29.2,77.76,8.07,Los Angeles
2930,Los Angeles,East Los Angeles,62.95,95-100% (highest scores),0.05,12.13544749,0.5,678.37,81.15,0,2032.473348,1346.099356,8.6,24,1.82,0,6.7,66.57,8.13,56.8,16.64,41.5,22,39.8,8.7,18.8,74.67,7.75,Los Angeles
6986,Los Angeles,Bell,62.93,95-100% (highest scores),0.046,12.01972823,0.116,639.06,87.12,0,4435.870077,1071.674863,14.65,17.05,0.375,7,2,61.77,7.54,54.25,23.93,42.6,21.7,59.9,9.1,20.4,80.43,8.34,Los Angeles
4016,Los Angeles,Los Angeles,62.92,95-100% (highest scores),0.044,12.11496733,0.475,787.94,91.37,0,4721.480021,3411.112037,5.4,6,0.045,0,0.7,56.56,6.91,113.88,27.88,46.1,19.7,78.5,8.1,39.9,87.84,9.11,Los Angeles
4049,Los Angeles,Bell Gardens,62.81,95-100% (highest scores),0.047,12.00080859,0.256,514.12,80.25,25.97,4385.799968,846.9770771,9.4,0.6,0.36,10,2.2,63.63,7.77,47.15,20.35,46.4,13.7,58.8,5.5,30.9,77.94,8.09,Los Angeles
3998,Los Angeles,South Gate,62.79,95-100% (highest scores),0.045,12.07030248,0.44,751.55,94.02,0,5442.236694,1022.731152,83.05,13,0.435,0,1,62.49,7.63,52.53,18.39,48.8,23.8,56.7,13.1,24.1,79.33,8.23,Los Angeles
4196,Los Angeles,Baldwin Park,62.77,95-100% (highest scores),0.058,11.95834831,0.475,745.19,65.74,0.12,1899.785685,2317.227733,12,25.75,0.265,3,0,64.6,7.89,66.86,14.78,28.9,23.7,34.4,8.6,20.5,76.72,7.96,Los Angeles
